,text,author_id,conversation_id,created_at,in_reply_to_user_id,id
371,@WanjikuReports @CocaCola,1257933428441468928,1473929269319553026,2021-12-23T15:57:23.000Z,1242834186173665280,1474046488271634441
372,@governorkiongos @itsdennohbruh @anti_saiyan @WanjikuReports Unasema atakuwa Mlami 🤣,751397293,1473929269319553026,2021-12-23T15:57:18.000Z,1322815469838127104,1474046467224571915
373,@WanjikuReports 5.kengen,914493558215839745,1473929269319553026,2021-12-23T15:56:13.000Z,1242834186173665280,1474046194762539020
374,@WanjikuReports @EABL_PLC,1154766015378669570,1473929269319553026,2021-12-23T15:55:40.000Z,1242834186173665280,1474046052693164037
375,@WanjikuReports @Deloitte,962603728846114816,1473929269319553026,2021-12-23T15:55:22.000Z,1242834186173665280,1474045978097373185
376,@WanjikuReports Continue working where I am.,1083426061529042944,1473929269319553026,2021-12-23T15:55:04.000Z,1242834186173665280,1474045901849120770
377,@WanjikuReports Kcb,4411182926,1473929269319553026,2021-12-23T15:54:02.000Z,1242834186173665280,1474045641852661768
378,@WanjikuReports Google,911968663330283522,1473929269319553026,2021-12-23T15:53:29.000Z,1242834186173665280,1474045502958223363
379,@WanjikuReports @EABL_PLC,3092798686,1473929269319553026,2021-12-23T15:52:57.000Z,1242834186173665280,1474045372515426313
380,@WanjikuReports According to who... Employees or Jobseekers?,1437317775958085633,1473929269319553026,2021-12-23T15:52:50.000Z,1242834186173665280,1474045343247618049
381,@WanjikuReports @KCBGroup  i would like to work with you given the opportunity since my area of speciliazation is in Finance.,1247462266989092864,1473929269319553026,2021-12-23T15:52:12.000Z,1242834186173665280,1474045183620747264
382,@WanjikuReports @KEMRI_Kenya and @Amref_Kenya,3307829859,1473929269319553026,2021-12-23T15:51:52.000Z,1242834186173665280,1474045096903462920
383,@El_Mechanik @WanjikuReports Dead🤡,445187164,1473929269319553026,2021-12-23T15:51:07.000Z,368177996,1474044911028744197
384,@WanjikuReports 11,1065616409122742272,1473929269319553026,2021-12-23T15:50:32.000Z,1242834186173665280,1474044760906207238
385,@WanjikuReports @UN,1350246056,1473929269319553026,2021-12-23T15:50:20.000Z,1242834186173665280,1474044710624935941
386,@WanjikuReports United Nations,1350246056,1473929269319553026,2021-12-23T15:49:58.000Z,1242834186173665280,1474044618438332424
387,@WanjikuReports 4,1281619051186401281,1473929269319553026,2021-12-23T15:49:47.000Z,1242834186173665280,1474044572791722005
388,"@brucenyaruri @WanjikuReports @KenGenKenya @rebecca_miano Madam Kandie is a polished HR guru,I wish one day I will get a chance to work with her.",384807499,1473929269319553026,2021-12-23T15:49:28.000Z,920272498154983424,1474044492940562440
389,@WanjikuReports Eabl,1471056003928047621,1473929269319553026,2021-12-23T15:48:44.000Z,1242834186173665280,1474044309607436288
390,@WanjikuReports @SafaricomPLC worked there as an Intern last year (Contractor - Techminds Technologies) and the experience was top tier. I’ve been applying for a similar position there after internship but my application has never been successful. My dream is to be a permanent employee.,1085588943897313282,1473929269319553026,2021-12-23T15:46:31.000Z,1242834186173665280,1474043750296993793
391,@WanjikuReports 15,832676385164439552,1473929269319553026,2021-12-23T15:46:20.000Z,1242834186173665280,1474043706869227528
392,@WanjikuReports 2,3810053895,1473929269319553026,2021-12-23T15:46:03.000Z,1242834186173665280,1474043632529379338
393,@WanjikuReports 16,832676385164439552,1473929269319553026,2021-12-23T15:46:01.000Z,1242834186173665280,1474043627517136899
394,"@WanjikuReports 14 
@Microsoft",1345322889780858880,1473929269319553026,2021-12-23T15:45:43.000Z,1242834186173665280,1474043550975336453
395,@WanjikuReports My dream company is and will always be @KenGenKenya @rebecca_miano hope my dream will come true one day.,384807499,1473929269319553026,2021-12-23T15:45:08.000Z,1242834186173665280,1474043403537104915
396,@EngMagondu1 @Joenyayo @WanjikuReports @Amref_Kenya 👍🏾,349658527,1473929269319553026,2021-12-23T15:44:50.000Z,1247476671445438464,1474043329474142215
397,"@davidjumbi @WanjikuReports Either of the following
2, 5 or 14",1305557487391834114,1473929269319553026,2021-12-23T15:43:57.000Z,189098134,1474043106534248455
398,@WanjikuReports @kenyapipeline would be a perfect destination for me,1515990823,1473929269319553026,2021-12-23T15:43:06.000Z,1242834186173665280,1474042889965604873
399,@WanjikuReports Ain't seeing my company 😠@wanjikuReports,1252258619384619012,1473929269319553026,2021-12-23T15:42:35.000Z,1242834186173665280,1474042762563670020
400,@WanjikuReports @Microsoft  🙏🙏,1196132267409715200,1473929269319553026,2021-12-24T04:51:54.000Z,1242834186173665280,1474241400220831744
401,"@WanjikuReports Royal Media Services.
Inooro Fm. May the LORD help me",1426885776445427719,1473929269319553026,2021-12-24T04:49:46.000Z,1242834186173665280,1474240863668744200
402,@pnalele @ItsBillyRicky @Mstephano_ @WanjikuReports Erokamano wuod min. Yiena amanyi kod ote machuok ilerna weche gi eyo matut.,791134046,1473929269319553026,2021-12-24T04:48:37.000Z,813156660,1474240572584046610
403,@WanjikuReports UN,3089139147,1473929269319553026,2021-12-24T04:47:19.000Z,1242834186173665280,1474240246548213769
404,@WanjikuReports Kpc,2352561705,1473929269319553026,2021-12-24T04:47:10.000Z,1242834186173665280,1474240210116489262
405,@WanjikuReports UN,866151042,1473929269319553026,2021-12-24T04:45:56.000Z,1242834186173665280,1474239900367138924
406,@samyr1000 @WanjikuReports Thanks bro for that https://t.co/NG2Stdgo1z,1464303904657661963,1473929269319553026,2021-12-24T04:44:53.000Z,336030970,1474239632946745347
407,"@WanjikuReports @moscakenya I studied sports,, this would be a dream come true",1395660060,1473929269319553026,2021-12-24T04:42:25.000Z,1242834186173665280,1474239011443064836
408,@WanjikuReports 3,330933326,1473929269319553026,2021-12-24T04:41:08.000Z,1242834186173665280,1474238691442896902
409,@WanjikuReports No 6...,1164312390806253568,1473929269319553026,2021-12-24T04:36:41.000Z,1242834186173665280,1474237570989137920
410,@WanjikuReports Kenya ports authority,1257257647214133250,1473929269319553026,2021-12-24T04:36:12.000Z,1242834186173665280,1474237448737730565
411,@WanjikuReports @Amref_Worldwide 🙏,1188312383133011968,1473929269319553026,2021-12-24T04:35:12.000Z,1242834186173665280,1474237197201342465
412,@WanjikuReports Google.,635531453,1473929269319553026,2021-12-24T04:34:26.000Z,1242834186173665280,1474237003482996736
413,@WanjikuReports Cocacola,1251470334366269442,1473929269319553026,2021-12-24T04:34:07.000Z,1242834186173665280,1474236926001659905
414,@WanjikuReports EABL,1457746982802493444,1473929269319553026,2021-12-24T04:33:53.000Z,1242834186173665280,1474236867717521413
415,"@WanjikuReports None,cz they'll most probably force one to get vaxxed",324933973,1473929269319553026,2021-12-24T04:31:19.000Z,1242834186173665280,1474236220242743297
416,@WanjikuReports Amref,897505934230134784,1473929269319553026,2021-12-24T04:30:53.000Z,1242834186173665280,1474236111417454593
417,@WanjikuReports @martinmach21 chagua,615466387,1473929269319553026,2021-12-24T04:29:47.000Z,1242834186173665280,1474235836195561473
418,@WanjikuReports 14,243162735,1473929269319553026,2021-12-24T04:28:38.000Z,1242834186173665280,1474235545152856064
419,"@WanjikuReports Remove Bidco it does not meet criteria to be named as company that can hire human. I have never worked there and I will never but this is like kibada kibarua,, this Indian treat Kenyan like trash stop buying there products,,stop promoting unhealthy work ethics",1153389617011417088,1473929269319553026,2021-12-24T04:24:54.000Z,1242834186173665280,1474234606647853057
420,@WanjikuReports Niwekeni hapo KRA.,1436613906777116676,1473929269319553026,2021-12-24T04:22:49.000Z,1242834186173665280,1474234079897870338
421,@WanjikuReports @KeitusPromo Kengen.,511699773,1473929269319553026,2021-12-24T04:22:30.000Z,1242834186173665280,1474234001766428682
422,"@snr_deenyasha @ItsBillyRicky @Mstephano_ @WanjikuReports E pawi mar specialization, kuongi ing'i jomachiwo services magi go kuma idwa dhiye. Kik item long shots komondi (big ngos), ibiro cham heart break proper. Nitiere local ngos mani e areas go ma obedo subcontracted. Kanyo ema ichak godo",813156660,1473929269319553026,2021-12-24T04:22:00.000Z,791134046,1474233875274600451
423,@Snapped254 @WanjikuReports @BidcoGroup This are Indian companies and people should stop buying there product,1153389617011417088,1473929269319553026,2021-12-24T04:21:08.000Z,1449795040310607878,1474233658240167939
424,@WanjikuReports KRA,1241074535602040833,1473929269319553026,2021-12-24T04:20:55.000Z,1242834186173665280,1474233603773116429
425,@WanjikuReports UN,1445973570132357122,1473929269319553026,2021-12-24T04:18:50.000Z,1242834186173665280,1474233078004563973
426,@Mstephano_ @ItsBillyRicky @WanjikuReports An Myanmar,813156660,1473929269319553026,2021-12-24T04:18:36.000Z,289318492,1474233019477151746
427,@WanjikuReports @KRACorporate @KRACare is the best place. I would with to work here one day,932987662620905472,1473929269319553026,2021-12-24T04:17:30.000Z,1242834186173665280,1474232742225326084
428,@WanjikuReports #WananchiGroup,551283615,1473929269319553026,2021-12-24T04:17:19.000Z,1242834186173665280,1474232697530814470
429,@WanjikuReports United Nations,1007612331671670785,1473929269319553026,2021-12-24T04:17:15.000Z,1242834186173665280,1474232680317341701
430,@WanjikuReports Coca-Cola,1192745903670603777,1473929269319553026,2021-12-24T04:15:58.000Z,1242834186173665280,1474232358685581318
431,@WanjikuReports United nations,1062778735735250945,1473929269319553026,2021-12-24T04:15:52.000Z,1242834186173665280,1474232330776715265
432,"@WanjikuReports Kra, kenya power,kengen,kenya pipeline and finally Amref",796693802689986560,1473929269319553026,2021-12-24T04:15:39.000Z,1242834186173665280,1474232276561055746
433,@WanjikuReports KRA,932987662620905472,1473929269319553026,2021-12-24T04:15:12.000Z,1242834186173665280,1474232166078951431
434,@WanjikuReports 3,55135289,1473929269319553026,2021-12-24T04:15:07.000Z,1242834186173665280,1474232144897748993
435,"@WanjikuReports Deloitte, UN",3803907437,1473929269319553026,2021-12-24T04:14:57.000Z,1242834186173665280,1474232103185358850
436,@WanjikuReports @SafaricomPLC,3218057931,1473929269319553026,2021-12-24T04:13:31.000Z,1242834186173665280,1474231740164104192
437,@WanjikuReports coke/bidco,1459398258971848704,1473929269319553026,2021-12-24T04:09:29.000Z,1242834186173665280,1474230727172665344
438,@WanjikuReports @KCBGroup,918384704235155456,1473929269319553026,2021-12-24T04:07:59.000Z,1242834186173665280,1474230349001633794
439,@JamalGaddafi @WanjikuReports I second you general,87481703,1473929269319553026,2021-12-24T04:07:42.000Z,267151456,1474230277333528581
440,@WanjikuReports Safaricom,1889152830,1473929269319553026,2021-12-24T04:07:37.000Z,1242834186173665280,1474230254910808066
441,@WanjikuReports 11. Google,412975158,1473929269319553026,2021-12-24T04:06:38.000Z,1242834186173665280,1474230007161569281
442,@Snapped254 @WanjikuReports @BidcoGroup Mafundi wa ZUKU peaneni Ushuhuda hapa,758671177258770436,1473929269319553026,2021-12-24T04:03:33.000Z,1449795040310607878,1474229232394022914
443,@WanjikuReports United Nations UN,1463118670691856389,1473929269319553026,2021-12-24T04:00:50.000Z,1242834186173665280,1474228548940574721
444,@WanjikuReports Kenya ports Authority,920276794716184576,1473929269319553026,2021-12-24T03:52:46.000Z,1242834186173665280,1474226518159147010
445,@WanjikuReports @UN season's greetings 👋🏿.,397249593,1473929269319553026,2021-12-24T03:50:05.000Z,1242834186173665280,1474225841693462529
446,@WanjikuReports waste of time,145806735,1473929269319553026,2021-12-24T03:49:24.000Z,1242834186173665280,1474225670255431721
447,"@WanjikuReports Where I am working at, @ActionAid_Kenya",703642694,1473929269319553026,2021-12-24T03:49:13.000Z,1242834186173665280,1474225625057611799
448,"@alvas @WanjikuReports @OGPlusA Mjomba, Check email. Nimetuma CV... 🤣🤣",591658518,1473929269319553026,2021-12-24T03:48:18.000Z,15394543,1474225395620790273
449,@WanjikuReports @Amref_Worldwide,960514189197545472,1473929269319553026,2021-12-24T03:45:34.000Z,1242834186173665280,1474224706744111120
450,@WanjikuReports Delloite,2814382595,1473929269319553026,2021-12-24T03:40:31.000Z,1242834186173665280,1474223436247486495
451,@WanjikuReports Amref,1222197484367290368,1473929269319553026,2021-12-24T03:39:02.000Z,1242834186173665280,1474223063021539355
452,@WanjikuReports @Amref_Kenya is the place I would dream and look forward to working in.,1290530661099610112,1473929269319553026,2021-12-24T03:36:54.000Z,1242834186173665280,1474222523906727937
453,@WanjikuReports Some companies look nice to work for until you get inside and see the level of toxicity!,1422233848750952453,1473929269319553026,2021-12-24T03:36:18.000Z,1242834186173665280,1474222372819513345
454,@WanjikuReports Safaricom,1358718265523113985,1473929269319553026,2021-12-24T03:35:38.000Z,1242834186173665280,1474222206335033344
455,@WanjikuReports Any,1232553444399034368,1473929269319553026,2021-12-24T03:33:53.000Z,1242834186173665280,1474221764653764623
456,"@WanjikuReports Kindly @EABL_PLC when are you recruiting sale's department, am more than ready to work with you.",1428975537280667648,1473929269319553026,2021-12-24T03:33:45.000Z,1242834186173665280,1474221731107819521
457,"@WanjikuReports Safaricom, Google and KCB",732579602,1473929269319553026,2021-12-24T03:33:29.000Z,1242834186173665280,1474221665865322510
458,@WanjikuReports 5,825021233565675520,1473929269319553026,2021-12-24T03:30:41.000Z,1242834186173665280,1474220960429527068
459,@rauell_ @WanjikuReports Let's just say it's a typical Indian company. Any random industrial area one could replace them on that list and there wouldn't be a difference.,970961241215852544,1473929269319553026,2021-12-24T03:30:40.000Z,3708594203,1474220955358707712
460,@WanjikuReports EABL,862035117358886912,1473929269319553026,2021-12-24T03:29:29.000Z,1242834186173665280,1474220659999920131
461,@WanjikuReports None of the above!.I wouldn't work for a company that doesn't care about my rights!. https://t.co/YpH0QfsAuh,1353999850262638592,1473929269319553026,2021-12-24T03:22:19.000Z,1242834186173665280,1474218856432422929
462,@WanjikuReports Google or Microsoft,568126957,1473929269319553026,2021-12-24T03:22:09.000Z,1242834186173665280,1474218815034646531
463,@WanjikuReports Number Three Iko legit 👌🏽,267151456,1473929269319553026,2021-12-24T03:19:47.000Z,1242834186173665280,1474218219732881437
464,@WanjikuReports 3,273449502,1473929269319553026,2021-12-24T03:19:26.000Z,1242834186173665280,1474218129320550401
465,"@WanjikuReports Kenya ports Authority 🔥🌞.
Graduated early this year...no internship...no job...yet...
Business Management.",808290563460042752,1473929269319553026,2021-12-24T03:16:21.000Z,1242834186173665280,1474217354158559239
466,@pnalele @ItsBillyRicky @WanjikuReports Sani koro in kanye baa?,289318492,1473929269319553026,2021-12-24T03:15:28.000Z,813156660,1474217133563338755
467,@WanjikuReports @Unilever,848994324,1473929269319553026,2021-12-24T03:13:12.000Z,1242834186173665280,1474216563091947523
468,"@WanjikuReports @Amref_Kenya and @UN humanity services all the way, if given a chance in any of this I will forever be grateful...",820855646,1473929269319553026,2021-12-24T03:10:32.000Z,1242834186173665280,1474215889843150848
469,"@WanjikuReports @MwangoCapital Kemri, eabl, saf and bidco",1382285412534779905,1473929269319553026,2021-12-24T03:07:29.000Z,1242834186173665280,1474215123380281345
470,"@WanjikuReports As an Administrator I would prefer mostly the Supreme Court corridors. but coz its not listed here then 👇👇👇
1.UN 2. EABL 3. AMREF 4. KPC",1433711249255190531,1473929269319553026,2021-12-24T03:04:12.000Z,1242834186173665280,1474214298201243654
471,@WanjikuReports @mmnjug 3,3499680502,1473929269319553026,2021-12-24T02:52:45.000Z,1242834186173665280,1474211415502245888
472,@WanjikuReports Without  connection   jaribu https://t.co/Kn7xIB09Ba,790813688458510336,1473929269319553026,2021-12-24T02:48:12.000Z,1242834186173665280,1474210270675406850
473,@WanjikuReports @DeloitteKenya,1267662695278546945,1473929269319553026,2021-12-24T02:45:17.000Z,1242834186173665280,1474209536806375427
474,@WanjikuReports Cocacola,1455259972170833921,1473929269319553026,2021-12-24T02:42:54.000Z,1242834186173665280,1474208936664387609
475,@WanjikuReports Google or Safaricom,624613370,1473929269319553026,2021-12-24T02:33:33.000Z,1242834186173665280,1474206584796585990
476,"@WanjikuReports KEMSA or KRA-customs......... If you ger it, you ger it",58743909,1473929269319553026,2021-12-24T02:30:32.000Z,1242834186173665280,1474205825149423617
477,@WanjikuReports AMREF,844049081873981442,1473929269319553026,2021-12-24T02:27:08.000Z,1242834186173665280,1474204968085250052
478,@WanjikuReports Imma start my own,1160126516505825281,1473929269319553026,2021-12-24T02:24:38.000Z,1242834186173665280,1474204338436419587
479,@WanjikuReports Contacts to porn hub maybe??,876805026005569538,1473929269319553026,2021-12-24T02:14:02.000Z,1242834186173665280,1474201672679313421
480,"@WanjikuReports 🍎 Apple, Tesla",1334855270208507907,1473929269319553026,2021-12-24T02:13:35.000Z,1242834186173665280,1474201557713498112
481,@WanjikuReports Number 3,102077821,1473929269319553026,2021-12-24T02:12:47.000Z,1242834186173665280,1474201356776919042
482,@WanjikuReports @Amref_Kenya,38679987,1473929269319553026,2021-12-24T02:12:01.000Z,1242834186173665280,1474201165562888194
483,@WanjikuReports @Safaricom_Care and @UNICEF,3246577666,1473929269319553026,2021-12-24T02:08:05.000Z,1242834186173665280,1474200173261824005
484,"@WanjikuReports 1.Royal media services -gifted for media
2.Kengen-career
3.KCB-Passion",3019503004,1473929269319553026,2021-12-24T01:58:11.000Z,1242834186173665280,1474197681325096961
485,@WanjikuReports United nations,1473647290057428993,1473929269319553026,2021-12-24T01:47:44.000Z,1242834186173665280,1474195051827892224
486,@WanjikuReports Delloite,1436649223446044676,1473929269319553026,2021-12-24T01:37:45.000Z,1242834186173665280,1474192542568792064
487,@WanjikuReports google&amp; Microsoft,772052378,1473929269319553026,2021-12-24T01:37:32.000Z,1242834186173665280,1474192485111017478
488,@WanjikuReports https://t.co/fMA4lG2DKm,1943424601,1473929269319553026,2021-12-24T01:19:27.000Z,1242834186173665280,1474187936501485574
489,@WanjikuReports United Nations....,1336435193616474113,1473929269319553026,2021-12-24T01:15:38.000Z,1242834186173665280,1474186972814000128
490,@WanjikuReports @OGPlusA,15394543,1473929269319553026,2021-12-24T01:00:30.000Z,1242834186173665280,1474183167816916997
491,@WanjikuReports @qatarairways,3233751940,1473929269319553026,2021-12-24T00:58:27.000Z,1242834186173665280,1474182652194439173
492,@WanjikuReports @Amref_Kenya  my skills in M&amp;E fully suits with the requirements at AMREF. Working with them will be a dream come true.,414686211,1473929269319553026,2021-12-24T00:56:58.000Z,1242834186173665280,1474182276724445184
493,@Switchkenya @WanjikuReports @BidcoGroup Microsoft is the dream.,2173372323,1473929269319553026,2021-12-24T00:42:54.000Z,2260420023,1474178735720992777
494,@ZansoMr @WanjikuReports Kwani you had a bad experience?,3708594203,1473929269319553026,2021-12-24T00:42:36.000Z,970961241215852544,1474178663444893700
495,@WanjikuReports ExxMob,899710668345159681,1473929269319553026,2021-12-24T00:39:15.000Z,1242834186173665280,1474177819110481920
496,@jmoqua @WanjikuReports 😂,3708594203,1473929269319553026,2021-12-24T00:38:11.000Z,735599262680158208,1474177551446781966
497,@WanjikuReports 18,275456533,1473929269319553026,2021-12-24T00:20:24.000Z,1242834186173665280,1474173074996142086
498,@WanjikuReports @kenyapipeline any day anytime #SafetyFirst,1067861738,1473929269319553026,2021-12-24T00:19:16.000Z,1242834186173665280,1474172788789452814
499,"@WanjikuReports Kenya power,ndio nikatie watu stima",1391273596304203776,1473929269319553026,2021-12-24T00:14:24.000Z,1242834186173665280,1474171566942572547
500,@WanjikuReports Wtf is @BidcoGroup doing in the list? It is one of the worst companies in Africa.,3162366058,1473929269319553026,2021-12-23T15:05:20.000Z,1242834186173665280,1474033389061738504
501,@WanjikuReports bora kazi aisee,383235638,1473929269319553026,2021-12-23T15:05:01.000Z,1242834186173665280,1474033308321431555
502,@WanjikuReports Number 2,1152997481917091841,1473929269319553026,2021-12-23T15:04:59.000Z,1242834186173665280,1474033299995734019
503,@WanjikuReports @UN my dream next year is to have a job... I have tried several applications with you.. If given a chance I will appreciate even if it means starting as an intern.. You need a Project Manager like me. Thank you in advance,1338971159237431298,1473929269319553026,2021-12-23T15:04:37.000Z,1242834186173665280,1474033208731787269
504,@WanjikuReports @CCBAinKenya @CocaColaAfrica,1370053573921366016,1473929269319553026,2021-12-23T15:04:25.000Z,1242834186173665280,1474033158723096582
505,@WanjikuReports Kenya ports authority,233187932,1473929269319553026,2021-12-23T15:04:18.000Z,1242834186173665280,1474033125600776198
506,@WanjikuReports Unilever,828507239799484418,1473929269319553026,2021-12-23T15:04:11.000Z,1242834186173665280,1474033097754750977
507,@WanjikuReports @SafaricomPLC  I would welcome any opportunity to work safaricom .. mother of all innovations and customer centered company,4550134287,1473929269319553026,2021-12-23T15:03:59.000Z,1242834186173665280,1474033049620865024
508,@WanjikuReports Tesla,552513613,1473929269319553026,2021-12-23T15:02:47.000Z,1242834186173665280,1474032747354198027
509,@WanjikuReports @EABL_PLC I have tried many times and even done aptitude tests.. Si nilete documents ata kama nitaanza kama intern.. Nitashukuru 💯💯Looking forward to your response,1338971159237431298,1473929269319553026,2021-12-23T15:02:29.000Z,1242834186173665280,1474032670006992901
510,@WanjikuReports Google,1458004562514747394,1473929269319553026,2021-12-23T15:01:36.000Z,1242834186173665280,1474032447297925127
511,@WanjikuReports eabl,254116813,1473929269319553026,2021-12-23T15:01:19.000Z,1242834186173665280,1474032375734677518
512,@WanjikuReports @SafaricomPLC @Safaricom_Care mi nilete documents ata kama nitaanza kama intern.. Nitashukuru 💯looking forward to your response,1338971159237431298,1473929269319553026,2021-12-23T15:00:15.000Z,1242834186173665280,1474032108716924933
513,@WanjikuReports Unilever,1361449632996417537,1473929269319553026,2021-12-23T15:00:06.000Z,1242834186173665280,1474032069009448965
514,@WanjikuReports @Kenya_Ports,834845859066028034,1473929269319553026,2021-12-23T14:59:53.000Z,1242834186173665280,1474032016190578688
515,"@WanjikuReports EABL and Unilever are my number one choice,KPA you must scratch somebody's back for you to get in...",3240032847,1473929269319553026,2021-12-23T14:59:52.000Z,1242834186173665280,1474032010389868544
516,@WanjikuReports UN,308501802,1473929269319553026,2021-12-23T14:59:38.000Z,1242834186173665280,1474031952055443463
517,@KenyaPower_Care @DannK_9 Soma tweet usikue mjinga.,1449795040310607878,1473929269319553026,2021-12-23T14:59:26.000Z,147561402,1474031901337866242
518,@WanjikuReports 9,742476427,1473929269319553026,2021-12-23T14:59:14.000Z,1242834186173665280,1474031853090783233
519,@WanjikuReports Myself,253594922,1473929269319553026,2021-12-23T14:59:06.000Z,1242834186173665280,1474031819821654030
520,@WanjikuReports 4- KRA,1183548325397700608,1473929269319553026,2021-12-23T14:58:21.000Z,1242834186173665280,1474031632067739662
521,@WanjikuReports 9,610144140,1473929269319553026,2021-12-23T14:58:20.000Z,1242834186173665280,1474031625512144907
522,@WanjikuReports Royal Media Services,384735282,1473929269319553026,2021-12-23T14:58:16.000Z,1242834186173665280,1474031611310137349
523,"@WanjikuReports Hiyo hapo juu, Wanjiku Reports",966555893432188928,1473929269319553026,2021-12-23T14:58:07.000Z,1242834186173665280,1474031572412215302
524,@cacxy @Joenyayo @WanjikuReports @Amref_Kenya Just say thanks and move on. Must you be a typical Kenyan to debate on everything?,1449795040310607878,1473929269319553026,2021-12-23T14:57:38.000Z,349658527,1474031448080408576
525,@WanjikuReports @anj_116_ @WorldBankKenya,580082917,1473929269319553026,2021-12-23T14:57:08.000Z,1242834186173665280,1474031323270598664
526,@WanjikuReports @Amref_Kenya,2457156677,1473929269319553026,2021-12-23T14:57:01.000Z,1242834186173665280,1474031293281280001
527,@WanjikuReports @SafaricomPLC ❤,808797912,1473929269319553026,2021-12-23T14:56:12.000Z,1242834186173665280,1474031091065495552
528,@Dsouza91745418 @WanjikuReports Yeah. @Kenya_Ports  is known for nothing else apart from corruption,1449795040310607878,1473929269319553026,2021-12-23T14:56:12.000Z,1376843671908331522,1474031087181520899
529,@WanjikuReports KRA . KPA,3253179173,1473929269319553026,2021-12-23T14:56:00.000Z,1242834186173665280,1474031038435373064
530,"@WanjikuReports 1,2,3,4,5",1236309336454029315,1473929269319553026,2021-12-23T14:55:49.000Z,1242834186173665280,1474030992830705676
531,@WanjikuReports 11,1882773440,1473929269319553026,2021-12-23T14:55:40.000Z,1242834186173665280,1474030955799195652
532,@WanjikuReports 14,1882773440,1473929269319553026,2021-12-23T14:55:19.000Z,1242834186173665280,1474030866057900046
533,@WanjikuReports @EABL_PLC  I have great skills on enzyme immobilization which improve production .,1076675957971390466,1473929269319553026,2021-12-23T14:55:17.000Z,1242834186173665280,1474030860420763653
534,@WanjikuReports @KenyaAirways @KenyaAirports  I'm currently working with @HIAQatar the world's best airport.,3168521984,1473929269319553026,2021-12-23T14:55:00.000Z,1242834186173665280,1474030787490205703
535,@WanjikuReports @PLATINUMCREDIT8,1254867830656438276,1473929269319553026,2021-12-23T14:55:00.000Z,1242834186173665280,1474030786479222787
536,"@WanjikuReports @BidcoGroup doesn't deserve to be on that list.
A company that forces people to work in contracts, they paid a fried 5400 as benefits after working there for 5 years and shall deduct your salary when you can't make it to work by 8:00 sharp. Forces people to work on Saturday.",1449795040310607878,1473929269319553026,2021-12-23T14:54:48.000Z,1242834186173665280,1474030735455666176
537,@WanjikuReports @Google,771732951436525568,1473929269319553026,2021-12-23T14:54:07.000Z,1242834186173665280,1474030563753349131
538,@WanjikuReports Number 5,2356121087,1473929269319553026,2021-12-23T14:53:04.000Z,1242834186173665280,1474030299277414407
539,@Dsouza91745418 @WanjikuReports Chapter 6 is a joke to you guys 😂!,849640845309595648,1473929269319553026,2021-12-23T14:52:46.000Z,1376843671908331522,1474030224178360324
540,@WanjikuReports Google,740764058,1473929269319553026,2021-12-23T14:52:43.000Z,1242834186173665280,1474030214040760320
541,"@WanjikuReports @Deloitte, I'm competent in Financial Reporting. We can do some Auditing, can't we? It will be a Deloitte.",1196442677413216256,1473929269319553026,2021-12-23T14:52:13.000Z,1242834186173665280,1474030086420680716
542,@WanjikuReports @RCMRD_  💙,862960293474906113,1473929269319553026,2021-12-23T14:50:55.000Z,1242834186173665280,1474029759386558475
543,@WanjikuReports 1. &amp; 14,2360675680,1473929269319553026,2021-12-23T14:50:19.000Z,1242834186173665280,1474029610329333762
544,@WanjikuReports @KenGenKenya did my attachment there. I would love to go back. Manifestation,1458096787454038023,1473929269319553026,2021-12-23T14:50:06.000Z,1242834186173665280,1474029553483984897
545,"@WanjikuReports @Amref_Kenya @United Yaa Allah, 2022 be about this.",957900199,1473929269319553026,2021-12-23T14:49:52.000Z,1242834186173665280,1474029494566629377
546,@WanjikuReports @unileverusa,946376328768638976,1473929269319553026,2021-12-23T14:49:47.000Z,1242834186173665280,1474029475155349505
547,@WanjikuReports @SafaricomPLC slide DM mnipee job,297363942,1473929269319553026,2021-12-23T14:49:18.000Z,1242834186173665280,1474029354678108168
548,@WanjikuReports @Deloitte     n @KCBGroup,777269179955240961,1473929269319553026,2021-12-23T14:48:31.000Z,1242834186173665280,1474029155155075075
549,"@WanjikuReports Number 3: @UN their humanitarian works just marvels me, God blesses those who help others.
Somebody let @UN that I would like to work for them, serving people is all I want.",2544844625,1473929269319553026,2021-12-23T14:48:04.000Z,1242834186173665280,1474029044123451400
550,@WanjikuReports KCB,4620235815,1473929269319553026,2021-12-23T14:47:30.000Z,1242834186173665280,1474028900112084994
551,@WanjikuReports Kenya Ports Authority or eabl,3385523500,1473929269319553026,2021-12-23T14:46:19.000Z,1242834186173665280,1474028603616772097
552,@WanjikuReports @Cisco the networking company or @elonmusk's @Tesla definitely the company I would like to work for #2022,268394347,1473929269319553026,2021-12-23T14:45:55.000Z,1242834186173665280,1474028499686109184
553,@WanjikuReports @UN 😊,1917908929,1473929269319553026,2021-12-23T14:45:43.000Z,1242834186173665280,1474028450495275020
554,@Switchkenya @WanjikuReports @BidcoGroup Working @KAPA same bullshit,197386147,1473929269319553026,2021-12-23T14:45:34.000Z,2260420023,1474028413103087618
555,@alvin2_holy @WanjikuReports Comparing to?,705470341297152002,1473929269319553026,2021-12-23T14:44:52.000Z,1442481662512689155,1474028235746856963
556,@WanjikuReports eabl all day anyday,1394223786493349888,1473929269319553026,2021-12-23T14:44:46.000Z,1242834186173665280,1474028210350444546
